"","analysis","feature","index","rt","mz","intensity","area","rtmin","rtmax","mzmin","mzmax","adduct","mass","filled","filtered","filter","sn"
"357","01_ww_is_pos_blank-r001","mz426.801_rt1107_f357",357,1106.773,426.80075192,8276.2783203125,71698.9598266784,1099.999,1114.696,426.80006892,426.80264977,"[M+H]+",425.793475922908,FALSE,FALSE,NA,40
"358","01_ww_is_pos_blank-r001","mz449.314_rt1107_f358",358,1106.773,449.31375848,3671.88354492188,31489.4483462851,1099.999,1114.696,449.31138403,449.31741086,"[M+H]+",448.306482478263,FALSE,FALSE,NA,71
"359","01_ww_is_pos_blank-r001","mz351.239_rt1108_f359",359,1107.965,351.23880914,39557.15234375,434350.392824716,1097.316,1114.696,351.23880914,351.23880914,"[M+H]+",350.231533142687,FALSE,FALSE,NA,15
"360","01_ww_is_pos_blank-r001","mz373.221_rt1108_f360",360,1107.965,373.22149332,162841.671875,1562218.5898376,1099.999,1115.956,373.2206566,373.22240175,"[M+H]+",372.214217320568,FALSE,FALSE,NA,843
"361","01_ww_is_pos_blank-r001","mz374.225_rt1108_f361",361,1107.965,374.22523059,31949.9765625,334466.111502734,1099.999,1117.97,374.22433104,374.22653494,"[M+H]+",373.217954594319,FALSE,FALSE,NA,95
"362","01_ww_is_pos_blank-r001","mz375.227_rt1108_f362",362,1107.965,375.22697144,4783.115234375,52516.1103577456,1097.316,1118.897,375.22588312,375.22754624,"[M+H]+",374.219695440971,FALSE,FALSE,NA,42
"363","01_ww_is_pos_blank-r001","mz418.261_rt1108_f363",363,1107.965,418.26112516,8954.3759765625,61332.3857487875,1101.138,1111.639,418.2604393,418.26188499,"[M+H]+",417.253849155681,FALSE,FALSE,NA,8953
"364","01_ww_is_pos_blank-r001","mz429.277_rt1108_f364",364,1107.965,429.27739802,11673.40625,95407.2424488305,1101.138,1114.696,429.27651033,429.2785046,"[M+H]+",428.270122023464,FALSE,FALSE,NA,81
"365","01_ww_is_pos_blank-r001","mz429.78_rt1108_f365",365,1107.965,429.77953005,4522.7333984375,41024.8419646878,1101.138,1115.956,429.77829924,429.78129475,"[M+H]+",428.772254051415,FALSE,FALSE,NA,31
"366","01_ww_is_pos_blank-r001","mz437.791_rt1108_f366",366,1107.965,437.79069059,8793.2333984375,75228.7372393791,1098.631,1115.956,437.78998492,437.79154236,"[M+H]+",436.783414591456,FALSE,FALSE,NA,44
"367","01_ww_is_pos_blank-r001","mz440.772_rt1108_f367",367,1107.965,440.77211785,4369.7509765625,28532.0430521081,1103.221,1113.542,440.7683575,440.77635528,"[M+H]+",439.764841845638,FALSE,FALSE,NA,37
"368","01_ww_is_pos_blank-r001","mz224.202_rt1109_f368",368,1109.16,224.2018936,13977.392578125,128730.138367619,1102.323,1115.956,224.20067242,224.20248,"[M+H]+",223.19461760159,FALSE,FALSE,NA,27
"369","01_ww_is_pos_blank-r001","mz332.221_rt1109_f369",369,1109.16,332.2208937,31540.607421875,277090.887456798,1102.323,1117.97,332.2196921,332.22177361,"[M+H]+",331.213617702043,FALSE,FALSE,NA,85
"370","01_ww_is_pos_blank-r001","mz404.787_rt1109_f370",370,1109.16,404.78663758,5020.625,41277.9187676205,1103.221,1116.899,404.78484468,404.78738799,"[M+H]+",403.779361579923,FALSE,FALSE,NA,44
"371","01_ww_is_pos_blank-r001","mz407.264_rt1109_f371",371,1109.16,407.26395424,10924.8427734375,105609.846135883,1101.138,1118.897,407.2624625,407.26593102,"[M+H]+",406.256678241878,FALSE,FALSE,NA,38
"372","01_ww_is_pos_blank-r001","mz407.766_rt1109_f372",372,1109.16,407.76626948,4942.79296875,46087.9027430451,1101.138,1116.899,407.76464813,407.76890875,"[M+H]+",406.758993484975,FALSE,FALSE,NA,27
"373","01_ww_is_pos_blank-r001","mz408.266_rt1109_f373",373,1109.16,408.26571752,2023.67175292969,14137.2285264886,1103.221,1113.542,408.26438148,408.26715988,"[M+H]+",407.258441515571,FALSE,FALSE,NA,18
"374","01_ww_is_pos_blank-r001","mz415.777_rt1109_f374",374,1109.16,415.77732351,4681.93896484375,35674.6495831027,1102.323,1118.897,415.77376334,415.78159663,"[M+H]+",414.770047507372,FALSE,FALSE,NA,29
"375","01_ww_is_pos_blank-r001","mz396.75_rt1111_f375",375,1110.515,396.75047391,3523.24853515625,17344.2746251767,1106.773,1122.996,396.74732268,396.75377478,"[M+H]+",395.74319790765,FALSE,FALSE,NA,21
"376","01_ww_is_pos_blank-r001","mz385.25_rt1112_f376",376,1111.639,385.24977793,9044.1474609375,85063.820109493,1103.221,1116.899,385.2488484,385.25169276,"[M+H]+",384.242501926948,FALSE,FALSE,NA,9043
"377","01_ww_is_pos_blank-r001","mz385.753_rt1112_f377",377,1111.639,385.7531575,3309.796875,29984.1377129828,1101.138,1118.897,385.75089444,385.75563807,"[M+H]+",384.745881500986,FALSE,FALSE,NA,35
"378","01_ww_is_pos_blank-r001","mz300.217_rt1113_f378",378,1112.518,300.21731083,8510.6416015625,146009.918902108,1090.969,1128.374,300.21499644,300.218159,"[M+H]+",299.210034834826,FALSE,FALSE,NA,29
"379","01_ww_is_pos_blank-r001","mz396.247_rt1113_f379",379,1112.518,396.24651658,9072.587890625,53991.8121071158,1109.16,1117.97,396.24509502,396.24880629,"[M+H]+",395.239240584033,FALSE,FALSE,NA,36
"380","01_ww_is_pos_blank-r001","mz418.256_rt1113_f380",380,1112.518,418.2560953,7683.64599609375,30989.6745760797,1110.515,1118.897,418.25476849,418.25668108,"[M+H]+",417.248819296061,FALSE,FALSE,NA,58
"381","01_ww_is_pos_blank-r001","mz235.132_rt1114_f381",381,1113.542,235.1318153,8744.109375,57515.0343757594,1106.773,1117.97,235.13127269,235.13336789,"[M+H]+",234.124539302097,FALSE,FALSE,NA,18
"382","01_ww_is_pos_blank-r001","mz291.206_rt1114_f382",382,1113.542,291.20557967,3759.54858398438,17412.3493496094,1110.515,1116.899,291.20384831,291.20766395,"[M+H]+",290.198303674584,FALSE,FALSE,NA,3759
"383","01_ww_is_pos_blank-r001","mz270.243_rt1115_f383",383,1114.696,270.24331526,17863.498046875,104450.08802345,1107.965,1119.736,270.24309458,270.24365201,"[M+H]+",269.236039255904,FALSE,FALSE,NA,43
"384","01_ww_is_pos_blank-r001","mz271.247_rt1115_f384",384,1114.696,271.24661573,3265.07739257812,32346.5136894853,1087.087,1129.469,271.2453569,271.24782032,"[M+H]+",270.239339733897,FALSE,FALSE,NA,13
"385","01_ww_is_pos_blank-r001","mz332.279_rt1115_f385",385,1114.696,332.27895287,7263.81982421875,75387.8571324987,1109.16,1124.169,332.27810442,332.28013811,"[M+H]+",331.271676870638,FALSE,FALSE,NA,32
"386","01_ww_is_pos_blank-r001","mz397.224_rt1115_f386",386,1114.696,397.22361059,3443.03271484375,16765.8491423954,1111.639,1119.736,397.22258033,397.22538249,"[M+H]+",396.216334594646,FALSE,FALSE,NA,3442
"387","01_ww_is_pos_blank-r001","mz330.265_rt1116_f387",387,1115.956,330.26503997,81147.3046875,543359.423508435,1110.515,1119.736,330.26451102,330.26557767,"[M+H]+",329.257763966687,FALSE,FALSE,NA,168
"388","01_ww_is_pos_blank-r001","mz331.268_rt1116_f388",388,1115.956,331.26816082,16654.662109375,129877.256751705,1109.16,1122.07,331.26773021,331.26872297,"[M+H]+",330.260884824201,FALSE,FALSE,NA,52
"389","01_ww_is_pos_blank-r001","mz352.247_rt1117_f389",389,1116.899,352.24709301,118287.78125,1255595.19254691,1110.515,1124.169,352.2464624,352.2476196,"[M+H]+",351.239817005546,FALSE,FALSE,NA,30
"390","01_ww_is_pos_blank-r001","mz266.212_rt1118_f390",390,1117.97,266.21215005,33296.62109375,267870.436320193,1112.518,1122.996,266.21160248,266.2126343,"[M+H]+",265.204874045202,FALSE,FALSE,NA,35
"391","01_ww_is_pos_blank-r001","mz268.227_rt1118_f391",391,1117.97,268.22716309,20803.923828125,171066.05526755,1112.518,1125.084,268.22666398,268.22768479,"[M+H]+",267.21988708785,FALSE,FALSE,NA,45
"392","01_ww_is_pos_blank-r001","mz322.2_rt1118_f392",392,1117.97,322.19985898,39847.45703125,306178.971128906,1112.518,1121.134,322.19920098,322.20031331,"[M+H]+",321.192582982994,FALSE,FALSE,NA,37
"393","01_ww_is_pos_blank-r001","mz226.217_rt1119_f393",393,1118.897,226.21650236,3519.50268554688,22599.1521395464,1113.542,1124.169,226.21565713,226.21771902,"[M+H]+",225.209226363948,FALSE,FALSE,NA,12
"394","01_ww_is_pos_blank-r001","mz299.11_rt1119_f394",394,1118.897,299.11029062,2535.94897460938,18983.1769978357,1111.639,1128.374,299.10883893,299.11117768,"[M+H]+",298.103014621491,FALSE,FALSE,NA,40
"395","01_ww_is_pos_blank-r001","mz247.176_rt1120_f395",395,1119.736,247.17635614,2432322.75,17336868.0334863,1114.696,1126.491,247.17579201,247.17668108,"[M+H]+",246.169080136102,FALSE,FALSE,NA,2120
"396","01_ww_is_pos_blank-r001","mz248.178_rt1120_f396",396,1119.736,248.17828093,304290.71875,1977345.56398192,1114.696,1126.491,248.17747401,248.17892675,"[M+H]+",247.171004928869,FALSE,FALSE,NA,1446
"397","01_ww_is_pos_blank-r001","mz249.173_rt1120_f397",397,1119.736,249.17307683,105338.09375,688059.233857591,1114.696,1126.491,249.17228527,249.17385745,"[M+H]+",248.16580082794,FALSE,FALSE,NA,105337
"398","01_ww_is_pos_blank-r001","mz250.175_rt1120_f398",398,1119.736,250.17473765,12477.814453125,69869.9393386396,1114.696,1124.169,250.17347097,250.17575647,"[M+H]+",249.167461648528,FALSE,FALSE,NA,12477
"399","01_ww_is_pos_blank-r001","mz246.169_rt1121_f399",399,1121.134,246.16899812,88556.1953125,577814.168463477,1115.956,1127.379,246.1682071,246.1694894,"[M+H]+",245.161722123291,FALSE,FALSE,NA,533
"400","01_ww_is_pos_blank-r001","mz245.162_rt1122_f400",400,1122.07,245.16231082,6454.5068359375,38664.299600659,1116.899,1127.379,245.16175773,245.16303617,"[M+H]+",244.155034818748,FALSE,FALSE,NA,6454
"401","01_ww_is_pos_blank-r001","mz288.254_rt1122_f401",401,1122.07,288.25368153,4171.79443359375,30662.4965781829,1116.899,1127.379,288.25221535,288.25446448,"[M+H]+",287.246405532927,FALSE,FALSE,NA,25
"402","01_ww_is_pos_blank-r001","mz244.156_rt1123_f402",402,1122.996,244.15576348,3005.68139648438,18496.4891038264,1117.97,1129.469,244.15436144,244.15694181,"[M+H]+",243.148487483793,FALSE,FALSE,NA,39
"403","01_ww_is_pos_blank-r001","mz264.197_rt1123_f403",403,1122.996,264.19655421,25296.736328125,184589.252398828,1117.97,1128.374,264.19619986,264.19677251,"[M+H]+",263.189278208446,FALSE,FALSE,NA,58
"404","01_ww_is_pos_blank-r001","mz304.189_rt1123_f404",404,1122.996,304.18882581,24793.4921875,184326.507881302,1116.899,1128.374,304.1882914,304.18932937,"[M+H]+",303.181549812106,FALSE,FALSE,NA,95
"405","01_ww_is_pos_blank-r001","mz365.214_rt1123_f405",405,1122.996,365.21356631,6506.14453125,38949.4229284021,1117.97,1125.084,365.21237276,365.21471546,"[M+H]+",364.206290306481,FALSE,FALSE,NA,6505
"406","01_ww_is_pos_blank-r001","mz261.222_rt1124_f406",406,1124.169,261.22180428,8406.7255859375,68840.8927892586,1118.897,1129.469,261.22091049,261.22261185,"[M+H]+",260.214528276591,FALSE,FALSE,NA,25
"407","01_ww_is_pos_blank-r001","mz332.221_rt1124_f407",407,1124.169,332.22052451,35088.82421875,278681.865060937,1117.97,1128.374,332.22012119,332.22106916,"[M+H]+",331.213248514207,FALSE,FALSE,NA,94
"408","01_ww_is_pos_blank-r001","mz213.147_rt1125_f408",408,1125.084,213.14674284,45294.53125,292919.23672034,1118.897,1131.072,213.14638253,213.14701084,"[M+H]+",212.139466841137,FALSE,FALSE,NA,55
"409","01_ww_is_pos_blank-r001","mz214.149_rt1125_f409",409,1125.084,214.149089,4739.68994140625,33924.1943440313,1119.736,1131.072,214.1485361,214.14963093,"[M+H]+",213.141812997136,FALSE,FALSE,NA,18
"410","01_ww_is_pos_blank-r001","mz250.18_rt1126_f410",410,1126.491,250.17979194,5403.74609375,30285.5030599881,1122.996,1131.072,250.17901238,250.18038004,"[M+H]+",249.172515936646,FALSE,FALSE,NA,5403
"411","01_ww_is_pos_blank-r001","mz346.2_rt1127_f411",411,1127.379,346.19960631,8904.892578125,115903.983252211,1117.97,1136.648,346.19884212,346.20060021,"[M+H]+",345.192330305661,FALSE,FALSE,NA,36
"412","01_ww_is_pos_blank-r001","mz365.214_rt1127_f412",412,1127.379,365.21385126,5779.3017578125,41639.0097254108,1125.084,1133.009,365.21302721,365.21451324,"[M+H]+",364.206575263727,FALSE,FALSE,NA,5778
"413","01_ww_is_pos_blank-r001","mz364.21_rt1128_f413",413,1128.374,364.21021552,29364.314453125,302355.400028755,1124.169,1135.343,364.20975903,364.21048808,"[M+H]+",363.202939522889,FALSE,FALSE,NA,45
"414","01_ww_is_pos_blank-r001","mz223.169_rt1129_f414",414,1129.469,223.1692713,6362.44140625,35668.7494365644,1124.169,1133.009,223.16803806,223.16962062,"[M+H]+",222.161995298671,FALSE,FALSE,NA,15
"415","01_ww_is_pos_blank-r001","mz224.17_rt1129_f415",415,1129.469,224.16986062,1624.43237304688,8067.48323538787,1126.491,1133.009,224.16868785,224.1712035,"[M+H]+",223.162584616371,FALSE,FALSE,NA,1623
"416","01_ww_is_pos_blank-r001","mz240.196_rt1129_f416",416,1129.469,240.19622111,10535.6435546875,68017.6459510783,1124.169,1133.009,240.19516387,240.19671852,"[M+H]+",239.188945109296,FALSE,FALSE,NA,40
"417","01_ww_is_pos_blank-r001","mz262.178_rt1129_f417",417,1129.469,262.17827736,17096.3828125,94516.8745273731,1124.169,1133.009,262.17793633,262.17850088,"[M+H]+",261.171001358076,FALSE,FALSE,NA,29
"418","01_ww_is_pos_blank-r001","mz268.228_rt1132_f418",418,1131.99,268.22776927,16747.240234375,148830.846007506,1125.084,1138.821,268.22716249,268.22869724,"[M+H]+",267.220493267355,FALSE,FALSE,NA,36
"419","01_ww_is_pos_blank-r001","mz316.213_rt1132_f419",419,1131.99,316.21256492,4464.4013671875,28041.0344596614,1126.491,1136.648,316.21126858,316.21402996,"[M+H]+",315.205288915372,FALSE,FALSE,NA,15
"420","01_ww_is_pos_blank-r001","mz326.232_rt1132_f420",420,1131.99,326.23206303,10710.1982421875,112067.141899902,1124.169,1137.603,326.23181165,326.23225151,"[M+H]+",325.224787030834,FALSE,FALSE,NA,29
"421","01_ww_is_pos_blank-r001","mz330.265_rt1133_f421",421,1133.009,330.26463021,26011,204049.106546878,1127.379,1137.603,330.26431845,330.26508219,"[M+H]+",329.257354205481,FALSE,FALSE,NA,53
"422","01_ww_is_pos_blank-r001","mz449.791_rt1133_f422",422,1133.009,449.79121717,3167.60278320312,17682.3767357867,1128.374,1137.603,449.79006388,449.793751,"[M+H]+",448.783941172757,FALSE,FALSE,NA,37
"423","01_ww_is_pos_blank-r001","mz264.196_rt1134_f423",423,1134.17,264.19642922,21844.34375,186580.062725448,1128.374,1139.971,264.19604576,264.19687065,"[M+H]+",263.189153224232,FALSE,FALSE,NA,50
"424","01_ww_is_pos_blank-r001","mz304.189_rt1134_f424",424,1134.17,304.18916057,66217.75,434268.241719369,1128.374,1139.971,304.18878122,304.18969311,"[M+H]+",303.181884568691,FALSE,FALSE,NA,256
"425","01_ww_is_pos_blank-r001","mz305.193_rt1134_f425",425,1134.17,305.19250981,9097.8212890625,76539.2059778125,1127.379,1141.297,305.1916753,305.19336094,"[M+H]+",304.185233812144,FALSE,FALSE,NA,15
"426","01_ww_is_pos_blank-r001","mz332.22_rt1134_f426",426,1134.17,332.22048345,38125.29296875,352644.246482271,1128.374,1139.971,332.22016933,332.22069503,"[M+H]+",331.213207453886,FALSE,FALSE,NA,102
"427","01_ww_is_pos_blank-r001","mz354.254_rt1134_f427",427,1134.17,354.25387858,2864.0400390625,14030.1157799076,1131.072,1137.603,354.25110559,354.25707748,"[M+H]+",353.246602579639,FALSE,FALSE,NA,2863
"428","01_ww_is_pos_blank-r001","mz308.222_rt1134_f428",428,1134.416,308.22204026,53994.015625,1676877.92266741,1099.999,1162.538,308.22085877,308.22351473,"[M+H]+",307.214764261498,FALSE,FALSE,NA,105
"429","01_ww_is_pos_blank-r001","mz202.144_rt1135_f429",429,1135.343,202.14375695,6988.9375,45525.6727334361,1129.469,1139.971,202.14332148,202.14406747,"[M+H]+",201.136480952324,FALSE,FALSE,NA,19
"430","01_ww_is_pos_blank-r001","mz230.248_rt1135_f430",430,1135.343,230.24816938,4075.0341796875,21016.6559798231,1129.469,1139.971,230.24658177,230.2496246,"[M+H]+",229.240893379303,FALSE,FALSE,NA,28
"431","01_ww_is_pos_blank-r001","mz224.172_rt1138_f431",431,1137.603,224.17153617,1839.99377441406,15252.8369781806,1133.009,1143.496,224.16984637,224.17237342,"[M+H]+",223.164260167003,FALSE,FALSE,NA,1839
"432","01_ww_is_pos_blank-r001","mz223.17_rt1139_f432",432,1138.821,223.16973593,9851.9638671875,86161.7813249279,1133.009,1145.994,223.16956792,223.16984401,"[M+H]+",222.162459929606,FALSE,FALSE,NA,24
"433","01_ww_is_pos_blank-r001","mz240.196_rt1139_f433",433,1138.821,240.19613706,20913.888671875,170881.034326171,1133.009,1144.934,240.19590963,240.19632572,"[M+H]+",239.188861056493,FALSE,FALSE,NA,80
"434","01_ww_is_pos_blank-r001","mz262.178_rt1139_f434",434,1138.821,262.17849153,43439.93359375,297641.925703124,1133.009,1144.934,262.17813542,262.17879273,"[M+H]+",261.171215529978,FALSE,FALSE,NA,74
"435","01_ww_is_pos_blank-r001","mz263.182_rt1139_f435",435,1138.821,263.1824258,7384.9482421875,42996.6371123043,1134.17,1144.934,263.18201758,263.1828785,"[M+H]+",262.1751498018,FALSE,FALSE,NA,7384
"436","01_ww_is_pos_blank-r001","mz324.216_rt1139_f436",436,1138.821,324.2157572,9973.111328125,95931.9200005296,1133.009,1143.496,324.21507112,324.21619729,"[M+H]+",323.208481196419,FALSE,FALSE,NA,30
"437","01_ww_is_pos_blank-r001","mz224.201_rt1140_f437",437,1139.971,224.2013899,9698.1806640625,66709.1514436687,1133.009,1143.496,224.20082126,224.20177047,"[M+H]+",223.194113900771,FALSE,FALSE,NA,18
"438","01_ww_is_pos_blank-r001","mz280.189_rt1140_f438",438,1139.971,280.1889737,17869.365234375,114065.445918336,1134.17,1143.496,280.18867783,280.18916052,"[M+H]+",279.18169770242,FALSE,FALSE,NA,132
"439","01_ww_is_pos_blank-r001","mz417.247_rt1140_f439",439,1139.971,417.24687783,11149.4072265625,124384.504023983,1129.469,1151.039,417.24535922,417.24745053,"[M+H]+",416.239601830392,FALSE,FALSE,NA,56
"440","01_ww_is_pos_blank-r001","mz261.222_rt1141_f440",440,1141.297,261.22172489,13832.369140625,104577.611194804,1136.648,1145.994,261.22138005,261.22225832,"[M+H]+",260.214448894851,FALSE,FALSE,NA,41
"441","01_ww_is_pos_blank-r001","mz281.193_rt1141_f441",441,1141.297,281.19274842,3776.49438476562,29921.2014222281,1135.343,1153.192,281.19177347,281.19351235,"[M+H]+",280.18547241987,FALSE,FALSE,NA,37
"442","01_ww_is_pos_blank-r001","mz313.199_rt1141_f442",442,1141.297,313.1991175,9052.48828125,77465.5117353245,1134.17,1147.114,313.19875202,313.19947796,"[M+H]+",312.191841499291,FALSE,FALSE,NA,83
"443","01_ww_is_pos_blank-r001","mz371.205_rt1141_f443",443,1141.297,371.20517274,4944.43115234375,40485.7918989821,1134.17,1153.192,371.20400504,371.20685243,"[M+H]+",370.197896740684,FALSE,FALSE,NA,51
"444","01_ww_is_pos_blank-r001","mz292.228_rt1143_f444",444,1142.509,292.2279952,37691.234375,440177.837360495,1134.17,1149.874,292.22735874,292.22848569,"[M+H]+",291.220719202267,FALSE,FALSE,NA,94
"445","01_ww_is_pos_blank-r001","mz326.232_rt1143_f445",445,1142.509,326.23199794,10282.294921875,92156.3025865025,1137.603,1149.874,326.2316027,326.23311021,"[M+H]+",325.224721938425,FALSE,FALSE,NA,28
"446","01_ww_is_pos_blank-r001","mz335.24_rt1143_f446",446,1142.509,335.23961041,20413.87890625,150407.261668163,1137.603,1147.114,335.23844388,335.24021268,"[M+H]+",334.232334405413,FALSE,FALSE,NA,25
"447","01_ww_is_pos_blank-r001","mz334.236_rt1143_f447",447,1142.59,334.23642739,106386.2890625,807632.918052478,1121.134,1157.414,334.23490002,334.23736232,"[M+H]+",333.229151392192,FALSE,FALSE,NA,155
"448","01_ww_is_pos_blank-r001","mz250.18_rt1143_f448",448,1143.496,250.17963313,3982.3603515625,31173.8453401718,1138.821,1149.874,250.1782955,250.18059964,"[M+H]+",249.172357127441,FALSE,FALSE,NA,36
"449","01_ww_is_pos_blank-r001","mz332.221_rt1143_f449",449,1143.496,332.22050403,25982.80078125,186282.432178949,1139.971,1148.474,332.21993681,332.22070913,"[M+H]+",331.213228026343,FALSE,FALSE,NA,70
"450","01_ww_is_pos_blank-r001","mz346.199_rt1143_f450",450,1143.496,346.19944702,8505.7373046875,72919.0216263026,1137.603,1148.474,346.19875758,346.20020285,"[M+H]+",345.192171024021,FALSE,FALSE,NA,34
"451","01_ww_is_pos_blank-r001","mz403.268_rt1146_f451",451,1145.994,403.26831462,7741.4521484375,42215.9418386994,1139.971,1149.874,403.26461862,403.27182661,"[M+H]+",402.261038618643,FALSE,FALSE,NA,7740
"452","01_ww_is_pos_blank-r001","mz436.285_rt1146_f452",452,1145.994,436.28545141,17657.30859375,140291.052969286,1138.821,1150.19,436.28462198,436.28624987,"[M+H]+",435.278175414152,FALSE,FALSE,NA,54
"453","01_ww_is_pos_blank-r001","mz437.289_rt1146_f453",453,1145.994,437.28904558,3088.31689453125,20606.72452177,1139.971,1150.19,437.28730126,437.29415469,"[M+H]+",436.281769579563,FALSE,FALSE,NA,17
"454","01_ww_is_pos_blank-r001","mz445.3_rt1146_f454",454,1145.994,445.29951341,8187.5439453125,71322.7831825727,1137.603,1154.266,445.29880533,445.30026878,"[M+H]+",444.292237406734,FALSE,FALSE,NA,115
"455","01_ww_is_pos_blank-r001","mz251.193_rt1146_f455",455,1145.997,251.19345866,2446.44140625,24186.3081503904,1137.603,1151.955,251.19132486,251.19536457,"[M+H]+",250.186182660607,FALSE,FALSE,NA,2445
"456","01_ww_is_pos_blank-r001","mz294.244_rt1146_f456",456,1146.384,294.24384031,61360.390625,487247.726424098,1137.603,1157.414,294.24308919,294.2445202,"[M+H]+",293.236564309898,FALSE,FALSE,NA,69
"457","01_ww_is_pos_blank-r001","mz433.808_rt1147_f457",457,1147.114,433.80811048,12432.7158203125,128832.591719696,1137.603,1155.45,433.80758169,433.80848199,"[M+H]+",432.800834484367,FALSE,FALSE,NA,48
